semana_fin,horas_validas,nox_media_mg_nm3,nox_mediana_mg_nm3,nox_sd_mg_nm3,nox_min_mg_nm3,nox_max_mg_nm3,horas_esperadas,cobertura,semana_utilizable,semana_completa_en_periodo,usar_modelamiento
2023-12-03,139,378.8293160637506,378.1520080566406,48.644536701617305,253.48800659179688,479.364013671875,168,0.8273809523809523,True,True,True
2023-12-10,154,283.31185001521914,296.19850158691406,49.24316207734215,191.2400054931641,421.9909973144531,168,0.9166666666666666,True,True,True
2023-12-17,168,305.89061328342984,309.8874969482422,21.165581194333715,242.3769989013672,357.79901123046875,168,1.0,True,True,True
2023-12-24,168,302.07871963864284,303.68699645996094,20.81486775714427,245.57000732421875,350.7059936523437,168,1.0,True,True,True
2023-12-31,100,314.3378796386719,301.031494140625,42.83363389043051,240.0919952392578,454.8399963378906,168,0.5952380952380952,False,True,False
2024-01-07,145,303.60070285139415,304.554992675781,41.49726966759455,205.466995239258,381.177001953125,168,0.8630952380952381,True,True,True
2024-01-14,165,327.0332185687441,316.019012451172,54.74378875696993,235.007995605469,448.756011962891,168,0.9821428571428571,True,True,True
2024-01-21,164,317.37246304023563,315.27400207519554,65.55718978067581,201.839004516602,497.259002685547,168,0.9761904761904762,True,True,True
2024-01-28,161,362.35042169227364,341.300994873047,54.51545183377402,248.526992797852,525.333984375,168,0.9583333333333334,True,True,True
2024-02-04,168,377.135995047433,378.929504394531,41.07720582046347,269.115997314453,471.554992675781,168,1.0,True,True,True
